0.49610879649181738,0,3
0.36048511843883146,0,5
0.30003166357488675,4,10
0.016268189882538531,5,10
0.18729280555375183,7,11
0.50578417966529765,9,11
0.71368428627019609,9,12
0.47815932519810023,8,13
0.7053306702741462,6,14
0.81819396483086926,5,15
0.71368841646807868,1,17
0.034888964483223428,4,17
0.36006317424393108,8,19
0.70396455896755927,15,19
0.98880646642198866,17,20
0.78078155035778052,15,21
0.24265637821939812,2,22
0.69056295497703457,23,24
0.37987125730567917,12,25
0.96181937263924555,4,26
0.058354246760120021,14,26
0.65192731284340644,16,26
0.30898822318275565,18,27
0.95088740454988374,1,28
0.92050140607995756,7,28
0.70612480487616935,3,29
0.10306482560671559,14,29
0.92160583126249751,0,30
0.88136393776119859,18,31
0.61136489619793843,27,31
0.86749805666457891,24,32
0.65297052840172887,6,33
0.5734420132034882,29,33
0.25483069943900938,33,34
0.31482977355491826,12,35
0.82476783998795544,21,35
0.40778852278979782,22,35
0.87769626945839763,11,36
0.29674246228782564,30,36
0.4781128314198585,31,36
0.86598541098270132,16,37
0.19821460223302501,23,37
0.17965231767182643,10,38
0.35878316352328132,18,38
0.87195302080658876,37,38
0.51653599255612881,9,39
0.20811469282121275,21,39
0.75372032020725632,25,39
0.62888131998654029,20,40
0.30723105742988488,23,40
0.86825942002802126,22,41
0.8794038215566351,34,41
0.98485317220522717,2,42
0.82296938057241986,20,42
0.041625218904769445,30,42
0.69848066463977554,1,43
0.68250338631029905,7,43
0.45757968389931059,32,43
0.23871971039680639,13,44
0.79130823059951538,16,44
0.79077017401911531,24,44
0.11130801539759105,3,45
0.39462757823089867,25,45
0.10326761837526466,40,45
0.27721777167230754,27,46
0.25569903393797211,41,46
0.24189129393742625,6,47
0.38224569817528042,13,47
0.9362116251415401,46,47
0.70372396076173804,2,48
0.39180466680869164,8,48
0.76682872137029112,28,48
0.25144944576332418,19,49
0.30999403702283312,32,49
0.42539397427915226,34,49
