1.0,3,4
1.0,0,8
1.0,5,8
1.0,4,10
1.0,9,10
1.0,9,11
1.0,2,13
1.0,12,13
1.0,4,15
1.0,6,18
1.0,2,19
1.0,14,19
1.0,13,20
1.0,7,21
1.0,16,21
1.0,17,22
1.0,21,22
1.0,17,24
1.0,6,25
1.0,7,25
1.0,22,26
1.0,12,27
1.0,14,28
1.0,7,29
1.0,1,30
1.0,28,30
1.0,2,31
1.0,9,31
1.0,29,31
1.0,18,32
1.0,25,33
1.0,0,34
1.0,16,34
1.0,32,34
1.0,3,35
1.0,15,35
1.0,28,35
1.0,5,36
1.0,24,36
1.0,17,37
1.0,23,37
1.0,29,37
1.0,8,38
1.0,16,38
1.0,5,39
1.0,6,39
1.0,11,40
1.0,24,40
1.0,27,40
1.0,11,41
1.0,33,41
1.0,38,41
1.0,10,42
1.0,18,42
1.0,26,42
1.0,1,43
1.0,20,43
1.0,27,43
1.0,0,44
1.0,20,44
1.0,33,44
1.0,15,45
1.0,30,45
1.0,23,46
1.0,32,46
1.0,39,46
1.0,3,47
1.0,12,47
1.0,19,47
1.0,1,48
1.0,26,48
1.0,45,48
1.0,14,49
1.0,23,49
1.0,36,49
