1.0,1,4
1.0,0,7
1.0,4,7
1.0,0,8
1.0,4,13
1.0,10,13
1.0,6,15
1.0,14,15
1.0,9,18
1.0,13,18
1.0,5,19
1.0,3,20
1.0,17,20
1.0,3,21
1.0,9,21
1.0,14,22
1.0,14,23
1.0,20,24
1.0,0,25
1.0,16,25
1.0,22,26
1.0,1,27
1.0,15,27
1.0,3,28
1.0,10,28
1.0,9,29
1.0,5,30
1.0,7,31
1.0,22,31
1.0,30,31
1.0,16,32
1.0,17,32
1.0,23,32
1.0,12,33
1.0,8,34
1.0,19,34
1.0,1,35
1.0,24,35
1.0,5,36
1.0,11,36
1.0,29,36
1.0,2,37
1.0,24,37
1.0,33,37
1.0,11,38
1.0,28,38
1.0,2,39
1.0,19,39
1.0,30,39
1.0,12,40
1.0,34,40
1.0,38,40
1.0,33,41
1.0,12,42
1.0,41,42
1.0,27,43
1.0,35,43
1.0,41,43
1.0,21,44
1.0,23,44
1.0,26,44
1.0,11,45
1.0,25,45
1.0,8,46
1.0,29,46
1.0,45,46
1.0,16,47
1.0,17,47
1.0,26,47
1.0,2,48
1.0,6,48
1.0,18,48
1.0,6,49
1.0,10,49
1.0,42,49
