0.0491718221481211,1,2
0.11907881640750706,1,3
0.3932710232252806,4,6
0.024094310524527707,5,7
0.6918572875342215,9,11
0.7675180540873912,8,14
0.08725304891274233,9,14
0.8557176841095734,7,15
0.8403841370820818,8,19
0.8907696748195567,12,21
0.138227024723224,12,22
0.3477368477058109,21,22
0.19852090963358837,20,23
0.008197858843363659,4,24
0.5920407556271403,13,24
0.8010551449181886,5,25
0.5641848519912193,18,26
0.3277260730851096,21,26
0.9772642076169137,25,27
0.09940363694051435,15,28
0.9725641606703476,16,28
0.1241890127157469,13,29
0.9418941527940101,17,29
0.9836615941923371,3,30
0.7434447269076069,2,31
0.8053175847115641,6,31
0.9894764460236303,0,32
0.8398907896025322,17,32
0.11716604842787648,19,32
0.29112215301979427,16,33
0.11406795780290624,23,33
0.43047012103110294,33,34
0.5702762508836267,0,35
0.5336600074808578,8,35
0.8255859228330473,25,35
0.3211901705171226,4,36
0.2794235399691639,11,36
0.6820050160336559,34,36
0.8050245353412276,10,37
0.21100502806555133,23,37
0.2671882107649258,29,37
0.3438753675415538,14,38
0.4408314844038338,17,38
0.11604055879014974,20,38
0.5475146896778691,1,39
0.5892167646241558,18,39
0.1993200843257663,11,40
0.3641283484132992,15,40
0.8153958590001539,18,40
0.08039768305290484,2,41
0.28117388999844684,31,41
0.7164679715291713,5,42
0.48416022651675117,20,42
0.6057357024361697,27,42
0.4127689061712634,9,43
0.3882534608120506,30,43
0.0012432395277788277,39,43
0.5193104575885515,6,44
0.29800429780190274,10,44
0.6246024738693848,19,44
0.3254409305171959,7,45
0.965257357324024,30,45
0.2786995683894037,41,45
0.556720727516645,10,46
0.9255515917648327,13,46
0.4428243641902858,28,46
0.9127834021026238,3,47
0.6347986523078352,16,47
0.6539185473018911,34,47
0.555283671818307,0,48
0.6791272484455955,22,48
0.3925126197056482,27,48
0.8025607099234905,12,49
0.661425351684768,24,49
0.34751338616076566,26,49
