1.0,1,2
1.0,1,4
1.0,3,4
1.0,5,6
1.0,4,8
1.0,2,9
1.0,5,10
1.0,5,11
1.0,6,13
1.0,7,13
1.0,12,14
1.0,13,14
1.0,12,15
1.0,14,15
1.0,3,16
1.0,13,17
1.0,11,18
1.0,12,18
1.0,16,18
1.0,3,19
1.0,9,19
1.0,0,20
1.0,3,20
1.0,11,20
1.0,7,21
1.0,9,21
1.0,7,22
1.0,11,22
1.0,16,22
1.0,3,23
1.0,4,23
1.0,12,23
1.0,20,23
1.0,1,24
1.0,6,24
1.0,18,24
1.0,9,25
1.0,15,25
1.0,9,26
1.0,21,26
1.0,1,27
1.0,10,27
1.0,17,28
1.0,21,28
1.0,24,28
1.0,27,28
1.0,8,29
1.0,14,29
1.0,7,30
1.0,0,31
1.0,21,31
1.0,30,31
1.0,0,32
1.0,2,32
1.0,28,32
1.0,6,33
1.0,20,33
1.0,30,33
1.0,31,33
1.0,2,34
1.0,30,34
1.0,17,35
1.0,19,35
1.0,26,35
1.0,5,36
1.0,11,36
1.0,15,36
1.0,25,36
1.0,33,36
1.0,8,37
1.0,10,37
1.0,16,37
1.0,35,37
1.0,19,38
1.0,26,38
1.0,29,38
1.0,0,39
1.0,25,39
1.0,5,40
1.0,13,40
1.0,17,40
1.0,38,40
1.0,2,41
1.0,22,41
1.0,27,41
1.0,34,41
1.0,39,41
1.0,15,42
1.0,24,42
1.0,29,42
1.0,37,42
1.0,38,42
1.0,1,43
1.0,10,43
1.0,14,43
1.0,17,43
1.0,19,44
1.0,23,44
1.0,29,44
1.0,35,44
1.0,27,45
1.0,32,45
1.0,34,45
1.0,43,45
1.0,44,45
1.0,7,46
1.0,18,46
1.0,22,46
1.0,25,46
1.0,40,46
1.0,0,47
1.0,26,47
1.0,31,47
1.0,32,47
1.0,39,47
1.0,4,48
1.0,6,48
1.0,8,48
1.0,10,48
1.0,39,48
1.0,8,49
1.0,12,49
1.0,16,49
1.0,30,49
1.0,34,49
