1.0,1,2
1.0,5,6
1.0,8,9
1.0,7,10
1.0,0,11
1.0,3,11
1.0,1,12
1.0,9,13
1.0,5,14
1.0,9,14
1.0,0,15
1.0,4,15
1.0,12,16
1.0,15,16
1.0,6,17
1.0,16,17
1.0,10,18
1.0,2,20
1.0,7,20
1.0,8,20
1.0,6,21
1.0,19,21
1.0,11,22
1.0,17,22
1.0,21,22
1.0,4,23
1.0,4,24
1.0,8,24
1.0,13,24
1.0,13,25
1.0,19,26
1.0,22,27
1.0,3,28
1.0,27,28
1.0,9,29
1.0,2,30
1.0,5,30
1.0,14,30
1.0,25,30
1.0,0,31
1.0,12,31
1.0,0,32
1.0,14,33
1.0,23,33
1.0,31,33
1.0,26,34
1.0,29,34
1.0,32,34
1.0,15,35
1.0,18,35
1.0,12,36
1.0,24,36
1.0,26,36
1.0,2,37
1.0,7,37
1.0,11,37
1.0,21,38
1.0,33,38
1.0,18,39
1.0,27,39
1.0,31,39
1.0,8,40
1.0,19,40
1.0,28,40
1.0,36,40
1.0,1,41
1.0,3,41
1.0,7,41
1.0,37,41
1.0,25,42
1.0,26,42
1.0,38,42
1.0,4,43
1.0,5,43
1.0,28,43
1.0,29,43
1.0,13,44
1.0,17,44
1.0,27,44
1.0,35,44
1.0,3,45
1.0,6,45
1.0,32,45
1.0,34,45
1.0,18,46
1.0,23,46
1.0,29,46
1.0,35,46
1.0,1,47
1.0,10,47
1.0,23,47
1.0,32,47
1.0,19,48
1.0,25,48
1.0,38,48
1.0,39,48
1.0,10,49
1.0,16,49
1.0,20,49
1.0,42,49
