1.0,2,4
1.0,0,6
1.0,5,6
1.0,2,8
1.0,4,8
1.0,1,11
1.0,3,12
1.0,1,13
1.0,1,14
1.0,10,15
1.0,4,18
1.0,0,19
1.0,10,20
1.0,9,21
1.0,16,21
1.0,17,21
1.0,9,22
1.0,20,22
1.0,21,22
1.0,6,23
1.0,16,23
1.0,9,24
1.0,12,24
1.0,23,24
1.0,10,25
1.0,19,25
1.0,20,25
1.0,8,26
1.0,12,26
1.0,2,27
1.0,14,27
1.0,3,28
1.0,12,28
1.0,9,29
1.0,10,29
1.0,13,29
1.0,20,29
1.0,0,30
1.0,4,30
1.0,5,30
1.0,13,30
1.0,3,31
1.0,6,31
1.0,19,31
1.0,15,32
1.0,18,32
1.0,27,32
1.0,11,33
1.0,17,34
1.0,14,35
1.0,15,35
1.0,23,35
1.0,24,35
1.0,7,36
1.0,11,36
1.0,33,36
1.0,18,37
1.0,19,37
1.0,11,38
1.0,26,38
1.0,5,39
1.0,7,39
1.0,18,39
1.0,26,39
1.0,5,40
1.0,7,40
1.0,15,40
1.0,28,40
1.0,33,41
1.0,34,41
1.0,37,41
1.0,38,41
1.0,17,42
1.0,32,42
1.0,38,42
1.0,0,43
1.0,31,43
1.0,2,44
1.0,7,44
1.0,14,44
1.0,16,44
1.0,25,45
1.0,42,45
1.0,43,45
1.0,1,46
1.0,8,46
1.0,27,46
1.0,33,46
1.0,13,47
1.0,17,47
1.0,22,47
1.0,28,47
1.0,3,48
1.0,16,48
1.0,34,48
1.0,43,48
1.0,34,49
1.0,36,49
1.0,37,49
1.0,45,49
